,Student Profile id,Algorithm Time Limit,KP Length,LO Length,KP,solution,LP Total Time,LP Score,Algorithm Run Time,Max Time,Max time per session,kp
0,0,1,12,12,,"[39, 72, 46, 67, 91, 3, 16, 11, 88, 68, 80, 29]",7166,284,1.0001239776611328,8000,2000,"[2, 4, 6, 14, 16, 15, 13, 11, 1, 3, 18, 19]"
1,0,1,14,14,,"[82, 51, 4, 18, 75, 86, 91, 65, 54, 39, 36, 58, 41, 29]",7687,354,1.000063419342041,8000,2000,"[18, 17, 15, 13, 8, 12, 16, 14, 7, 2, 4, 10, 6, 19]"
2,0,1,9,9,,"[39, 55, 65, 82, 3, 76, 32, 42, 29]",7620,218,1.000108003616333,8000,2000,"[2, 7, 14, 18, 15, 9, 5, 6, 19]"
3,0,1,7,7,,"[42, 65, 80, 51, 11, 75, 29]",6086,187,1.0000536441802979,8000,2000,"[6, 14, 18, 17, 11, 8, 19]"
4,0,1,13,13,,"[46, 67, 75, 86, 3, 76, 39, 54, 16, 91, 11, 51, 27]",7973,310,1.0000505447387695,8000,2000,"[6, 14, 8, 12, 15, 9, 2, 7, 13, 16, 11, 17, 19]"
5,0,1,7,7,,"[88, 39, 36, 32, 42, 65, 29]",6069,211,0.5976238250732422,8000,2000,"[1, 2, 4, 5, 6, 14, 19]"
6,0,1,7,7,,"[39, 36, 58, 75, 11, 80, 29]",4216,191,0.116668701171875,8000,2000,"[2, 4, 10, 8, 11, 18, 19]"
7,0,1,2,2,,"[80, 29]",2194,26,9.226799011230469e-05,8000,2000,"[18, 19]"
8,0,1,10,10,,"[82, 13, 51, 75, 3, 16, 91, 65, 42, 29]",7942,274,1.0001928806304932,8000,2000,"[18, 11, 17, 8, 15, 13, 16, 14, 6, 19]"
9,0,1,11,11,,"[82, 67, 46, 39, 36, 32, 76, 3, 51, 75, 29]",7596,248,1.0000500679016113,8000,2000,"[18, 14, 6, 2, 4, 5, 9, 15, 17, 8, 19]"
10,0,1,8,8,,"[90, 11, 3, 91, 65, 80, 51, 29]",5553,216,1.0000414848327637,8000,2000,"[1, 11, 15, 16, 14, 18, 17, 19]"
11,0,1,7,7,,"[11, 91, 85, 75, 3, 51, 29]",3639,207,0.4219527244567871,8000,2000,"[11, 16, 12, 8, 15, 17, 19]"
12,0,1,8,8,,"[46, 65, 54, 85, 3, 80, 68, 29]",5020,172,1.000040054321289,8000,2000,"[6, 14, 7, 12, 15, 18, 3, 19]"
13,0,1,5,5,,"[39, 36, 32, 42, 29]",4617,145,0.008286714553833008,8000,2000,"[2, 4, 5, 6, 19]"
14,0,1,7,7,,"[39, 36, 76, 32, 42, 65, 29]",6887,204,1.0000429153442383,8000,2000,"[2, 4, 9, 5, 6, 14, 19]"
15,0,1,17,17,,"[82, 4, 86, 79, 32, 58, 36, 39, 54, 14, 75, 64, 91, 11, 88, 68, 26]",7996,434,1.000049352645874,8000,2000,"[18, 15, 12, 9, 5, 10, 4, 2, 7, 13, 8, 14, 16, 11, 1, 3, 19]"
16,0,1,4,4,,"[42, 39, 88, 29]",3879,112,0.0015714168548583984,8000,2000,"[6, 2, 1, 19]"
17,0,1,4,4,,"[11, 80, 65, 29]",3326,92,0.004048585891723633,8000,2000,"[11, 18, 14, 19]"
18,0,1,5,5,,"[11, 3, 85, 75, 29]",2972,145,0.0961298942565918,8000,2000,"[11, 15, 12, 8, 19]"
19,0,1,9,9,,"[13, 4, 16, 75, 85, 91, 65, 80, 29]",7296,225,1.000044822692871,8000,2000,"[11, 15, 13, 8, 12, 16, 14, 18, 19]"
20,0,1,6,6,,"[42, 32, 76, 39, 88, 29]",5832,171,0.11591362953186035,8000,2000,"[6, 5, 9, 2, 1, 19]"
