,Student Profile id,Algorithm Time Limit,KP Length,LO Length,KP,solution,LP Total Time,LP Score,Algorithm Run Time,Max Time,Max time per session,kp
0,0,1,12,12,,"[46, 32, 79, 39, 54, 85, 75, 11, 80, 51, 3, 29]",6447,277,1.000056266784668,8000,2000,"[6, 5, 9, 2, 7, 12, 8, 11, 18, 17, 15, 19]"
1,0,1,3,3,,"[11, 75, 29]",2077,79,0.0003757476806640625,8000,2000,"[11, 8, 19]"
2,0,1,7,7,,"[42, 65, 80, 51, 11, 75, 29]",6086,187,1.000258445739746,8000,2000,"[6, 14, 18, 17, 11, 8, 19]"
3,0,1,5,5,,"[11, 3, 51, 75, 29]",2885,141,0.0057332515716552734,8000,2000,"[11, 15, 17, 8, 19]"
4,0,1,11,11,,"[13, 90, 71, 82, 3, 76, 32, 58, 75, 51, 28]",7989,276,1.0783748626708984,8000,2000,"[11, 1, 3, 18, 15, 9, 5, 10, 8, 17, 19]"
5,0,1,7,7,,"[88, 39, 36, 58, 54, 65, 29]",4335,191,0.1155860424041748,8000,2000,"[1, 2, 4, 10, 7, 14, 19]"
6,0,1,9,9,,"[46, 32, 36, 58, 54, 16, 91, 11, 29]",5182,229,1.0787866115570068,8000,2000,"[6, 5, 4, 10, 7, 13, 16, 11, 19]"
7,0,1,10,10,,"[82, 13, 51, 75, 3, 16, 91, 65, 42, 29]",7942,274,1.0000529289245605,8000,2000,"[18, 11, 17, 8, 15, 13, 16, 14, 6, 19]"
8,0,1,4,4,,"[80, 65, 42, 29]",4946,92,0.0032951831817626953,8000,2000,"[18, 14, 6, 19]"
9,0,1,8,8,,"[13, 3, 91, 16, 54, 85, 75, 29]",5205,216,1.0000503063201904,8000,2000,"[11, 15, 16, 13, 7, 12, 8, 19]"
10,0,1,12,12,,"[39, 79, 32, 72, 58, 75, 51, 11, 80, 68, 88, 29]",6380,313,1.0000441074371338,8000,2000,"[2, 9, 5, 4, 10, 8, 17, 11, 18, 3, 1, 19]"
11,0,1,3,3,,"[80, 51, 29]",2607,55,0.00025177001953125,8000,2000,"[18, 17, 19]"
12,0,1,8,8,,"[90, 11, 3, 91, 65, 80, 51, 29]",5553,216,1.0000617504119873,8000,2000,"[1, 11, 15, 16, 14, 18, 17, 19]"
13,0,1,2,2,,"[11, 29]",1502,46,0.00017142295837402344,8000,2000,"[11, 19]"
14,0,1,4,4,,"[42, 39, 88, 29]",3879,112,0.0005633831024169922,8000,2000,"[6, 2, 1, 19]"
15,0,1,5,5,,"[11, 3, 85, 75, 29]",2972,145,0.0892341136932373,8000,2000,"[11, 15, 12, 8, 19]"
16,0,1,10,10,,"[90, 39, 78, 3, 51, 75, 11, 80, 65, 29]",6371,256,1.0000507831573486,8000,2000,"[1, 2, 9, 15, 17, 8, 11, 18, 14, 19]"
17,0,1,2,2,,"[42, 29]",3122,46,0.0001583099365234375,8000,2000,"[6, 19]"
18,0,1,13,13,,"[46, 67, 93, 86, 3, 14, 75, 11, 51, 80, 68, 88, 27]",7871,286,1.000044345855713,8000,2000,"[6, 14, 16, 12, 15, 13, 8, 11, 17, 18, 3, 1, 19]"
